NOMBRE DEL INDICADOR,Banks,Valor Indicador
CARTERA BRUTA INMOBILIARIO,BANCOS PRIVADOS CONSUMO,120033.90122
CARTERA BRUTA MICROCRÉDITO,BANCOS PRIVADOS CONSUMO,12295.48815
CARTERA BRUTA VIVIENDA DE INTERÉS SOCIAL Y  PÚBLICO,BANCOS PRIVADOS CONSUMO,8562.44115
CARTERA BRUTA EDUCATIVO,BANCOS PRIVADOS CONSUMO,0.0
CARTERA BRUTA INVERSIÓN PÚBLICA,BANCOS PRIVADOS CONSUMO,0.0
TOTAL DE CRÉDITO CARTERA BRUTA,BANCOS PRIVADOS CONSUMO,3640134.43122
PROVISIONES CARTERA INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BANCOS PRIVADOS CONSUMO,4911.41685
PROVISIONES CARTERA PRODUCTIVO NUEVO,BANCOS PRIVADOS CONSUMO,47791.01283
PROVISIONES CARTERA CONSUMO,BANCOS PRIVADOS CONSUMO,236580.80919
PROVISIONES CARTERA INMOBILIARIO,BANCOS PRIVADOS CONSUMO,4570.32978
PROVISIONES CARTERA MICROCRÉDITO,BANCOS PRIVADOS CONSUMO,739.7776
PROVISIONES CARTERA VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BANCOS PRIVADOS CONSUMO,341.08707
PROVISIONES CARTERA EDUCATIVO,BANCOS PRIVADOS CONSUMO,0.0
PROVISIONES CARTERA INVERSIÓN PÚBLICA,BANCOS PRIVADOS CONSUMO,0.0
PROV TOT CARTERA REFINANCIADA,BANCOS PRIVADOS CONSUMO,10492.43582
PROV TOT CARTERA REESTRUCTURADA,BANCOS PRIVADOS CONSUMO,62267.59592
(Provisiones para créditos incobrables),BANCOS PRIVADOS CONSUMO,-294161.7131
(CARTERA DE CRÉDITOS PRODUCTIVO),BANCOS PRIVADOS CONSUMO,9250.56241
PROVISIÓN CARTERA REFINANCIADA PRODUCTIVO,BANCOS PRIVADOS CONSUMO,1687.78804
PROVISIÓN CARTERA REESTRUCTURADA PRODUCTIVO,BANCOS PRIVADOS CONSUMO,3472.48262
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA PRODUCTIVO,BANCOS PRIVADOS CONSUMO,33380.17976
PROVISIONES CARTERA PRODUCTIVO NUEVO,BANCOS PRIVADOS CONSUMO,47791.01283
(CARTERA DE CRÉDITOS DE CONSUMO),BANCOS PRIVADOS CONSUMO,117844.07948
PROVISIÓN CARTERA REFINANCIADA DE CONSUMO,BANCOS PRIVADOS CONSUMO,8338.05371
PROVISIÓN CARTERA REESTRUCTURADA DE CONSUMO,BANCOS PRIVADOS CONSUMO,57392.28003
PROVISIÓN GENÉRICA POR TECNOLOGÍA CREDITICIA CARTERA DE CONSUMO,BANCOS PRIVADOS CONSUMO,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA CONSUMO,BANCOS PRIVADOS CONSUMO,53006.39597
PROVISIONES CARTERA CONSUMO,BANCOS PRIVADOS CONSUMO,236580.80919
(CARTERA DE CRÉDITOS INMOBILIARIO),BANCOS PRIVADOS CONSUMO,2942.1076
PROVISIÓN CARTERA REFINANCIADA INMOBILIARIO,BANCOS PRIVADOS CONSUMO,435.05715
PROVISIÓN CARTERA REESTRUCTURADA INMOBILIARIO,BANCOS PRIVADOS CONSUMO,1193.116
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA INMOBILIARIO,BANCOS PRIVADOS CONSUMO,0.04903
PROVISIONES CARTERA INMOBILIARIO,BANCOS PRIVADOS CONSUMO,4570.32978
(CARTERA DE CRÉDITOS PARA MICROCRÉDITO),BANCOS PRIVADOS CONSUMO,498.14698
PROVISIÓN CARTERA REFINANCIADA MICROCRÉDITO,BANCOS PRIVADOS CONSUMO,31.53692
PROVISIÓN CARTERA REESTRUCTURADA MICROCRÉDITO,BANCOS PRIVADOS CONSUMO,209.71727
PROVISIÓN GENÉRICA POR TECNOLOGÍA CREDITICIA CARTERA DE MICROCRÉDITO,BANCOS PRIVADOS CONSUMO,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA DE MICROCRÉDITO,BANCOS PRIVADOS CONSUMO,0.37643
PROVISIONES CARTERA MICROCRÉDITO,BANCOS PRIVADOS CONSUMO,739.7776
(CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO),BANCOS PRIVADOS CONSUMO,341.08707
PROVISIÓN CARTERA REFINANCIADA DE VIVIENDA DE INTERÉS PÚBLICO,BANCOS PRIVADOS CONSUMO,0.0
PROVISIÓN CARTERA REESTRUCTURADA DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BANCOS PRIVADOS CONSUMO,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BANCOS PRIVADOS CONSUMO,0.0
PROVISIONES CARTERA VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BANCOS PRIVADOS CONSUMO,341.08707
(CARTERA DE CRÉDITO EDUCATIVO),BANCOS PRIVADOS CONSUMO,0.0
PROVISIÓN GENÉRICA POR TECNOLOGÍA CREDITICIA CARTERA DE CRÉDITO EDUCATIVO,BANCOS PRIVADOS CONSUMO,0.0
PROVISIÓN CARTERA REFINANCIADA EDUCATIVO,BANCOS PRIVADOS CONSUMO,0.0
PROVISIÓN CARTERA REESTRUCTURADA EDUCATIVO,BANCOS PRIVADOS CONSUMO,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA DE CRÉDITO EDUCATIVO,BANCOS PRIVADOS CONSUMO,0.0
PROVISIONES CARTERA EDUCATIVO,BANCOS PRIVADOS CONSUMO,0.0
(CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA),BANCOS PRIVADOS CONSUMO,0.0
PROVISIÓN CARTERA REFINANCIADA DE INVERSIÓN PÚBLICA,BANCOS PRIVADOS CONSUMO,0.0
PROVISIÓN CARTERA REESTRUCTURADA DE INVERSIÓN PÚBLICA,BANCOS PRIVADOS CONSUMO,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA DE INVERSIÓN PÚBLICA,BANCOS PRIVADOS CONSUMO,0.0
PROVISIONES CARTERA INVERSIÓN PÚBLICA,BANCOS PRIVADOS CONSUMO,0.0
PROVISIONES CARTERA REFINANCIADA,BANCOS PRIVADOS CONSUMO,10492.43582
 CARTERA REFINANCIADA IMPRODUCTIVA,BANCOS PRIVADOS CONSUMO,14206.28482
PROVISIONES CARTERA REESTRUCTURADA,BANCOS PRIVADOS CONSUMO,62267.59592
CARTERA REESTRUCTURADA IMPRODUCTIVA,BANCOS PRIVADOS CONSUMO,69434.48664
 CARTERA ORIGINAL,BANCOS PRIVADOS CONSUMO,3355819.41754
COMERCIAL AGREGADA,BANCOS PRIVADOS CONSUMO,235272.94087
CONSUMO AGREGADA,BANCOS PRIVADOS CONSUMO,2988052.43467
INMOBILIARIA Y VIVIENDA DE INTERÉS PÚBLICO,BANCOS PRIVADOS CONSUMO,120928.66962
MICROCRÉDITO,BANCOS PRIVADOS CONSUMO,11565.37238
EDUCATIVO,BANCOS PRIVADOS CONSUMO,0.0
CARTERA REFINANCIADA,BANCOS PRIVADOS CONSUMO,77747.96687
COMERCIAL AGREGADA,BANCOS PRIVADOS CONSUMO,10786.19369
CONSUMO AGREGADA,BANCOS PRIVADOS CONSUMO,62853.54581
INMOBILIARIA Y VIVIENDA DE INTERES PÚBLICO,BANCOS PRIVADOS CONSUMO,3904.62888
MICROCRÉDITO,BANCOS PRIVADOS CONSUMO,203.59849
EDUCATIVO,BANCOS PRIVADOS CONSUMO,0.0
CARTERA REESTRUCTURADA,BANCOS PRIVADOS CONSUMO,206567.04681
COMERCIAL AGREGADA,BANCOS PRIVADOS CONSUMO,9957.25255
CONSUMO AGREGADA,BANCOS PRIVADOS CONSUMO,192320.23311
INMOBILIARIA Y VIVIENDA DE INTERES PÚBLICO,BANCOS PRIVADOS CONSUMO,3763.04387
MICROCRÉDITO,BANCOS PRIVADOS CONSUMO,526.51728
EDUCATIVO,BANCOS PRIVADOS CONSUMO,0.0
CARTERA BRUTA,BANCOS PRIVADOS MICROCRÉDITO,204985.93146
CARTERA DE CRÉDITOS PRODUCTIVO POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,3632.7054
CARTERA DE CRÉDITOS DE CONSUMO POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,9232.54496
CARTERA DE CRÉDITOS INMOBILIARIO POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,125.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,173670.91325
CARTERA DE CRÉDITO DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS PRODUCTIVO REFINANCIADA POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS CONSUMO REFINANCIADA POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS INMOBILIARIO REFINANCIADA POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REFINANCIADA POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,3129.82332
CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REFINANCIADA POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS PRODUCTIVO REESTRUCTURADA POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS DE CONSUMO  REESTRUCTURADA POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS INMOBILIARIO REESTRUCTURADA POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REESTRUCTURADA POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,327.7834
CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REESTRUCTURADA POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITO EDUCATIVO POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITO EDUCATIVO REFINANCIADA POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REFINANCIADA POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITO EDUCATIVO REESTRUCTURADA POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REESTRUCTURADA POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
PRODUCTIVO POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
CONSUMO POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
INMOBILIARIO POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
MICROCRÉDITO POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,1766.2494
DE INVERSIÓN PÚBLICA POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
EDUCATIVO POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
PRODUCTIVO POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
CONSUMO POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
INMOBILIARIO POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
MICROCRÉDITO POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,435.17308
DE INVERSIÓN PÚBLICA POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
EDUCATIVO POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,0.0
TOTAL CARTERA POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,192320.19281
CARTERA DE CRÉDITOS PRODUCTIVO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS DE CONSUMO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,17.66141
CARTERA DE CRÉDITOS INMOBILIARIO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,4149.66987
CARTERA DE CRÉDITO DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS PRODUCTIVO REFINANCIADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS DE CONSUMO REFINANCIADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS INMOBILIARIO REFINANCIADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REFINANCIADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,881.26536
CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REFINANCIADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS PRODUCTIVO REESTRUCTURADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS DE CONSUMO REESTRUCTURADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS INMOBILIARIO REESTRUCTURADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REESTRUCTURADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,159.55693
CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REESTRUCTURADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITO EDUCATIVO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITO EDUCATIVO REFINANCIADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REFINANCIADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITO EDUCATIVO REESTRUCURADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REESTRUCURADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
PRODUCTIVO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
CONSUMO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
INMOBILIARIO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
MICROCRÉDITO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,516.77182
DE INVERSIÓN PÚBLICA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
EDUCATIVO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
PRODUCTIVO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
CONSUMO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
INMOBILIARIO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
MICROCRÉDITO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,180.38153
DE INVERSIÓN PÚBLICA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
EDUCATIVO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS MICROCRÉDITO,0.0
TOTAL CARTERA QUE NO DEVENGA INTERES,BANCOS PRIVADOS MICROCRÉDITO,5905.30692
CARTERA DE CRÉDITOS PRODUCTIVO VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS DE CONSUMO VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,3.539
CARTERA DE CRÉDITOS INMOBILIARIO VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,6297.88616
CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS PRODUCTIVO REFINANCIADA VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS DE CONSUMO REFINANCIADA VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS INMOBILIARIO REFINANCIADA VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REFINANCIADA VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,334.8454
CARTERA DE CRÉDITO DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REFINANCIADA VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS PRODUCTIVO REESTRUCTURADA VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS DE CONSUMO REESTRUCTURADA VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS INMOBILIARIO REESTRUCTURADA VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REESTRUCTURADA VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,46.30082
CARTERA DE CRÉDITO DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REESTRUCTURADA VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITO EDUCATIVO VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITO EDUCATIVO REFINANCIADA VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REFINANCIADA VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITO EDUCATIVO REESTRUCTURADA VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REESTRUCTURADA VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
PRODUCTIVO VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
CONSUMO VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
INMOBILIARIO VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
MICROCRÉDITO VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,63.85526
DE INVERSIÓN PÚBLICA VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
EDUCATIVO VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
PRODUCTIVO VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
CONSUMO VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
INMOBILIARIO VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
MICROCRÉDITO VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,14.00509
DE INVERSIÓN PÚBLICA VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
EDUCATIVO VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,0.0
TOTAL CARTERA VENCIDA,BANCOS PRIVADOS MICROCRÉDITO,6760.43173
(PROVISIONES PARA CRÉDITOS INCOBRABLES),BANCOS PRIVADOS MICROCRÉDITO,-15219.9125
CARTERA POR VENCER INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BANCOS PRIVADOS MICROCRÉDITO,125.0
CARTERA POR VENCER PRODUCTIVO NUEVO,BANCOS PRIVADOS MICROCRÉDITO,3632.7054
CARTERA POR VENCER CONSUMO,BANCOS PRIVADOS MICROCRÉDITO,9232.54496
CARTERA POR VENCER INMOBILIARIO,BANCOS PRIVADOS MICROCRÉDITO,125.0
CARTERA POR VENCER MICROCRÉDITO,BANCOS PRIVADOS MICROCRÉDITO,179329.94245
CARTERA POR VENCER VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA POR VENCER EDUCATIVO,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA POR VENCER INVERSIÓN PÚBLICA,BANCOS PRIVADOS MICROCRÉDITO,0.0
TOTAL CARTERA DE CRÉDITO POR VENCER,BANCOS PRIVADOS MICROCRÉDITO,192320.19281
CARTERA IMPRODUCTIVA INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA IMPRODUCTIVA PRODUCTIVO NUEVO,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA IMPRODUCTIVA CONSUMO,BANCOS PRIVADOS MICROCRÉDITO,21.20041
CARTERA IMPRODUCTIVA INMOBILIARIO,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA IMPRODUCTIVA MICROCRÉDITO,BANCOS PRIVADOS MICROCRÉDITO,12644.53824
CARTERA IMPRODUCTIVA VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA IMPRODUCTIVA EDUCATIVO,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA IMPRODUCTIVA INVERSIÓN PÚBLICA,BANCOS PRIVADOS MICROCRÉDITO,0.0
TOTAL CARTERA IMPRODUCTIVA  (NO DEVENGA INTERESES + VENCIDA),BANCOS PRIVADOS MICROCRÉDITO,12665.73865
CARTERA BRUTA INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BANCOS PRIVADOS MICROCRÉDITO,125.0
CARTERA BRUTA PRODUCTIVO NUEVO,BANCOS PRIVADOS MICROCRÉDITO,3632.7054
CARTERA BRUTA CONSUMO,BANCOS PRIVADOS MICROCRÉDITO,9253.74537
CARTERA BRUTA INMOBILIARIO,BANCOS PRIVADOS MICROCRÉDITO,125.0
CARTERA BRUTA MICROCRÉDITO,BANCOS PRIVADOS MICROCRÉDITO,191974.48069
CARTERA BRUTA VIVIENDA DE INTERÉS SOCIAL Y  PÚBLICO,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA BRUTA EDUCATIVO,BANCOS PRIVADOS MICROCRÉDITO,0.0
CARTERA BRUTA INVERSIÓN PÚBLICA,BANCOS PRIVADOS MICROCRÉDITO,0.0
TOTAL DE CRÉDITO CARTERA BRUTA,BANCOS PRIVADOS MICROCRÉDITO,204985.93146
PROVISIONES CARTERA INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BANCOS PRIVADOS MICROCRÉDITO,1.25
PROVISIONES CARTERA PRODUCTIVO NUEVO,BANCOS PRIVADOS MICROCRÉDITO,67.81567
PROVISIONES CARTERA CONSUMO,BANCOS PRIVADOS MICROCRÉDITO,108.41143
PROVISIONES CARTERA INMOBILIARIO,BANCOS PRIVADOS MICROCRÉDITO,1.25
PROVISIONES CARTERA MICROCRÉDITO,BANCOS PRIVADOS MICROCRÉDITO,14872.36833
PROVISIONES CARTERA VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BANCOS PRIVADOS MICROCRÉDITO,0.0
PROVISIONES CARTERA EDUCATIVO,BANCOS PRIVADOS MICROCRÉDITO,0.0
PROVISIONES CARTERA INVERSIÓN PÚBLICA,BANCOS PRIVADOS MICROCRÉDITO,0.0
PROV TOT CARTERA REFINANCIADA,BANCOS PRIVADOS MICROCRÉDITO,1362.0237
PROV TOT CARTERA REESTRUCTURADA,BANCOS PRIVADOS MICROCRÉDITO,667.63173
(Provisiones para créditos incobrables),BANCOS PRIVADOS MICROCRÉDITO,-15219.9125
(CARTERA DE CRÉDITOS PRODUCTIVO),BANCOS PRIVADOS MICROCRÉDITO,67.81567
PROVISIÓN CARTERA REFINANCIADA PRODUCTIVO,BANCOS PRIVADOS MICROCRÉDITO,0.0
PROVISIÓN CARTERA REESTRUCTURADA PRODUCTIVO,BANCOS PRIVADOS MICROCRÉDITO,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA PRODUCTIVO,BANCOS PRIVADOS MICROCRÉDITO,0.0
PROVISIONES CARTERA PRODUCTIVO NUEVO,BANCOS PRIVADOS MICROCRÉDITO,67.81567
(CARTERA DE CRÉDITOS DE CONSUMO),BANCOS PRIVADOS MICROCRÉDITO,108.41143
PROVISIÓN CARTERA REFINANCIADA DE CONSUMO,BANCOS PRIVADOS MICROCRÉDITO,0.0
PROVISIÓN CARTERA REESTRUCTURADA DE CONSUMO,BANCOS PRIVADOS MICROCRÉDITO,0.0
PROVISIÓN GENÉRICA POR TECNOLOGÍA CREDITICIA CARTERA DE CONSUMO,BANCOS PRIVADOS MICROCRÉDITO,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA CONSUMO,BANCOS PRIVADOS MICROCRÉDITO,0.0
PROVISIONES CARTERA CONSUMO,BANCOS PRIVADOS MICROCRÉDITO,108.41143
(CARTERA DE CRÉDITOS INMOBILIARIO),BANCOS PRIVADOS MICROCRÉDITO,1.25
PROVISIÓN CARTERA REFINANCIADA INMOBILIARIO,BANCOS PRIVADOS MICROCRÉDITO,0.0
PROVISIÓN CARTERA REESTRUCTURADA INMOBILIARIO,BANCOS PRIVADOS MICROCRÉDITO,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA INMOBILIARIO,BANCOS PRIVADOS MICROCRÉDITO,0.0
